step,timestamp,value,numenta_score,your_score,abs_diff,prediction_count,segment_count
0,2014-04-01 00:00:00,19.761251903,1.0,1.0,0.0,0,0
1,2014-04-01 00:05:00,20.500833287,1.0,1.0,0.0,0,30
2,2014-04-01 00:10:00,19.9616414445,1.0,1.0,0.0,0,60
3,2014-04-01 00:15:00,21.4902660734,1.0,1.0,0.0,0,90
4,2014-04-01 00:20:00,20.1877394098,1.0,1.0,0.0,0,120
5,2014-04-01 00:25:00,19.9231256718,1.0,1.0,0.0,0,150
6,2014-04-01 00:30:00,21.6984039617,1.0,1.0,0.0,0,180
7,2014-04-01 00:35:00,20.8787583842,1.0,1.0,0.0,0,210
8,2014-04-01 00:40:00,18.4461996294,1.0,1.0,0.0,0,240
9,2014-04-01 00:45:00,18.7108178448,0.47499999404,1.0,0.52500000596,0,270
10,2014-04-01 00:50:00,21.1484914518,1.0,0.09999999999999998,0.9,27,300
11,2014-04-01 00:55:00,21.3434052847,0.300000011921,0.09999999999999998,0.20000001192100003,54,330
12,2014-04-01 01:00:00,20.1807633164,1.0,0.09999999999999998,0.9,81,360
13,2014-04-01 01:05:00,20.2178209115,0.22499999404,0.033333333333333326,0.19166666070666669,110,390
14,2014-04-01 01:10:00,20.5277318514,0.949999988079,0.06666666666666665,0.8833333214123333,134,420
15,2014-04-01 01:15:00,19.7564630971,0.20000000298,0.06666666666666665,0.13333333631333336,162,450
16,2014-04-01 01:20:00,20.7207964939,0.899999976158,0.06666666666666665,0.8333333094913333,191,480
17,2014-04-01 01:25:00,18.4339250303,0.17499999702,0.09999999999999998,0.07499999702000001,214,510
18,2014-04-01 01:30:00,21.8451169695,0.574999988079,0.09999999999999998,0.474999988079,239,540
19,2014-04-01 01:35:00,21.0006192952,0.20000000298,0.06666666666666665,0.13333333631333336,272,570
20,2014-04-01 01:40:00,20.524696816,0.17499999702,0.06666666666666665,0.10833333035333334,300,600
21,2014-04-01 01:45:00,19.265288228,0.17499999702,0.06666666666666665,0.10833333035333334,328,630
22,2014-04-01 01:50:00,18.6438219498,0.125,0.09999999999999998,0.025000000000000022,347,660
23,2014-04-01 01:55:00,19.6373718553,0.0750000029802,0.033333333333333326,0.041666669646866675,384,690
24,2014-04-01 02:00:00,20.6463069623,0.0750000029802,0.033333333333333326,0.041666669646866675,413,720
25,2014-04-01 02:05:00,20.5348389737,0.0750000029802,0.033333333333333326,0.041666669646866675,442,750
26,2014-04-01 02:10:00,19.5305646203,0.0750000029802,0.033333333333333326,0.041666669646866675,471,780
27,2014-04-01 02:15:00,20.4531455753,0.10000000149,0.033333333333333326,0.06666666815666668,500,810
28,2014-04-01 02:20:00,21.2549931823,0.0750000029802,0.033333333333333326,0.041666669646866675,513,840
29,2014-04-01 02:25:00,18.1051390894,0.10000000149,0.09999999999999998,1.4900000261386381e-09,524,870
30,2014-04-01 02:30:00,19.8024841917,0.0750000029802,0.033333333333333326,0.041666669646866675,567,900
31,2014-04-01 02:35:00,21.0342209139,0.0500000007451,0.033333333333333326,0.016666667411766672,597,930
32,2014-04-01 02:40:00,20.1845778819,0.10000000149,0.033333333333333326,0.06666666815666668,624,960
33,2014-04-01 02:45:00,20.6059043517,0.0500000007451,0.033333333333333326,0.016666667411766672,653,990
34,2014-04-01 02:50:00,20.0667055704,0.0500000007451,0.033333333333333326,0.016666667411766672,681,1020
35,2014-04-01 02:55:00,21.9674981787,0.0250000003725,0.06666666666666665,0.041666666294166654,688,1050
36,2014-04-01 03:00:00,18.218486146,0.0,0.06666666666666665,0.06666666666666665,715,1080
37,2014-04-01 03:05:00,19.9641792871,0.0,0.0,0.0,766,1110
38,2014-04-01 03:10:00,18.3656661965,0.0,0.033333333333333326,0.033333333333333326,774,1140
39,2014-04-01 03:15:00,18.6391422485,0.0,0.033333333333333326,0.033333333333333326,803,1170
40,2014-04-01 03:20:00,19.5321534017,0.0250000003725,0.0,0.0250000003725,854,1200
41,2014-04-01 03:25:00,18.622160366,0.0,0.033333333333333326,0.033333333333333326,860,1230
42,2014-04-01 03:30:00,21.8547486638,0.0,0.06666666666666665,0.06666666666666665,817,1260
43,2014-04-01 03:35:00,21.7871591069,0.0500000007451,0.06666666666666665,0.016666665921566653,824,1290
44,2014-04-01 03:40:00,19.3444385849,0.0500000007451,0.033333333333333326,0.016666667411766672,862,1320
45,2014-04-01 03:45:00,20.5589908482,0.0500000007451,0.033333333333333326,0.016666667411766672,859,1350
46,2014-04-01 03:50:00,20.1350132824,0.0500000007451,0.033333333333333326,0.016666667411766672,872,1380
47,2014-04-01 03:55:00,21.2623479221,0.0500000007451,0.033333333333333326,0.016666667411766672,869,1410
48,2014-04-01 04:00:00,20.5097824393,0.0250000003725,0.033333333333333326,0.008333332960833325,874,1440
49,2014-04-01 04:05:00,18.001009818,0.0250000003725,0.06666666666666665,0.041666666294166654,854,1470
50,2014-04-01 04:10:00,21.0526975424,0.0250000003725,0.033333333333333326,0.008333332960833325,880,1500
51,2014-04-01 04:15:00,20.9873924852,0.0250000003725,0.0,0.0250000003725,885,1530
52,2014-04-01 04:20:00,20.0388908223,0.0,0.0,0.0,894,1560
53,2014-04-01 04:25:00,21.6116758929,0.0250000003725,0.033333333333333326,0.008333332960833325,863,1590
54,2014-04-01 04:30:00,21.633784822800003,0.0250000003725,0.033333333333333326,0.008333332960833325,867,1620
55,2014-04-01 04:35:00,20.0956467068,0.0250000003725,0.033333333333333326,0.008333332960833325,871,1650
56,2014-04-01 04:40:00,20.4319529248,0.0,0.033333333333333326,0.033333333333333326,872,1680
57,2014-04-01 04:45:00,21.9860882877,0.0,0.06666666666666665,0.06666666666666665,843,1710
58,2014-04-01 04:50:00,19.1952809392,0.0,0.033333333333333326,0.033333333333333326,877,1740
59,2014-04-01 04:55:00,19.2984689692,0.0,0.033333333333333326,0.033333333333333326,881,1770
60,2014-04-01 05:00:00,18.7310956107,0.0,0.06666666666666665,0.06666666666666665,852,1800
61,2014-04-01 05:05:00,21.5834677566,0.0,0.06666666666666665,0.06666666666666665,851,1830
62,2014-04-01 05:10:00,20.9779535598,0.0,0.033333333333333326,0.033333333333333326,888,1860
63,2014-04-01 05:15:00,18.4225713955,0.0,0.06666666666666665,0.06666666666666665,858,1890
64,2014-04-01 05:20:00,21.9270694048,0.0,0.033333333333333326,0.033333333333333326,863,1920
65,2014-04-01 05:25:00,20.9238468326,0.0,0.0,0.0,899,1950
66,2014-04-01 05:30:00,21.4020884384,0.0,0.0,0.0,903,1980
67,2014-04-01 05:35:00,18.1926031567,0.0,0.033333333333333326,0.033333333333333326,870,2010
68,2014-04-01 05:40:00,20.0198436758,0.0,0.0,0.0,906,2040
69,2014-04-01 05:45:00,20.7943931469,0.0,0.033333333333333326,0.033333333333333326,880,2070
70,2014-04-01 05:50:00,20.1717863383,0.0,0.033333333333333326,0.033333333333333326,879,2100
71,2014-04-01 05:55:00,20.6665898628,0.0,0.033333333333333326,0.033333333333333326,885,2130
72,2014-04-01 06:00:00,21.2714962544,0.0,0.033333333333333326,0.033333333333333326,888,2160
73,2014-04-01 06:05:00,19.4973482518,0.0,0.033333333333333326,0.033333333333333326,885,2190
74,2014-04-01 06:10:00,21.3946747025,0.0,0.033333333333333326,0.033333333333333326,893,2220
75,2014-04-01 06:15:00,18.6516644191,0.0,0.06666666666666665,0.06666666666666665,858,2250
76,2014-04-01 06:20:00,19.0835442201,0.0,0.033333333333333326,0.033333333333333326,893,2280
77,2014-04-01 06:25:00,18.1733824797,0.0,0.06666666666666665,0.06666666666666665,865,2310
78,2014-04-01 06:30:00,19.4577072453,0.0,0.0,0.0,902,2340
79,2014-04-01 06:35:00,19.5196381793,0.0,0.0,0.0,908,2370
80,2014-04-01 06:40:00,21.221082388800003,0.0,0.0,0.0,907,2400
81,2014-04-01 06:45:00,20.6125226812,0.0,0.0,0.0,911,2430
82,2014-04-01 06:50:00,19.7468902326,0.0,0.0,0.0,917,2460
83,2014-04-01 06:55:00,20.6084559145,0.0,0.033333333333333326,0.033333333333333326,885,2490
84,2014-04-01 07:00:00,18.2111334021,0.0,0.06666666666666665,0.06666666666666665,858,2520
85,2014-04-01 07:05:00,18.7210861441,0.0,0.06666666666666665,0.06666666666666665,861,2550
86,2014-04-01 07:10:00,20.507791421,0.0250000003725,0.033333333333333326,0.008333332960833325,891,2580
87,2014-04-01 07:15:00,20.5654672769,0.0250000003725,0.033333333333333326,0.008333332960833325,894,2610
88,2014-04-01 07:20:00,21.0965386348,0.0250000003725,0.033333333333333326,0.008333332960833325,898,2640
89,2014-04-01 07:25:00,19.6119990362,0.0250000003725,0.033333333333333326,0.008333332960833325,901,2670
90,2014-04-01 07:30:00,20.8902163865,0.0250000003725,0.033333333333333326,0.008333332960833325,903,2700
91,2014-04-01 07:35:00,20.7359213302,0.0250000003725,0.033333333333333326,0.008333332960833325,906,2730
92,2014-04-01 07:40:00,21.8535735135,0.0250000003725,0.033333333333333326,0.008333332960833325,877,2760
93,2014-04-01 07:45:00,18.8605209057,0.0250000003725,0.033333333333333326,0.008333332960833325,879,2790
94,2014-04-01 07:50:00,20.206718255,0.0250000003725,0.0,0.0250000003725,915,2820
95,2014-04-01 07:55:00,20.4070577684,0.0250000003725,0.0,0.0250000003725,918,2850
96,2014-04-01 08:00:00,21.994591539699996,0.0,0.06666666666666665,0.06666666666666665,856,2880
97,2014-04-01 08:05:00,18.804736568699997,0.0250000003725,0.06666666666666665,0.041666666294166654,858,2910
98,2014-04-01 08:10:00,20.0928720799,0.0250000003725,0.033333333333333326,0.008333332960833325,892,2940
99,2014-04-01 08:15:00,19.3847412309,0.0250000003725,0.033333333333333326,0.008333332960833325,894,2970
100,2014-04-01 08:20:00,20.1035718743,0.0250000003725,0.033333333333333326,0.008333332960833325,896,3000
101,2014-04-01 08:25:00,18.9285144084,0.0250000003725,0.06666666666666665,0.041666666294166654,866,3030
102,2014-04-01 08:30:00,18.1904495137,0.0250000003725,0.06666666666666665,0.041666666294166654,868,3060
103,2014-04-01 08:35:00,20.2902618156,0.0250000003725,0.033333333333333326,0.008333332960833325,902,3090
104,2014-04-01 08:40:00,19.3434172634,0.0250000003725,0.033333333333333326,0.008333332960833325,904,3120
105,2014-04-01 08:45:00,18.727765607,0.0,0.033333333333333326,0.033333333333333326,875,3150
106,2014-04-01 08:50:00,19.2957422643,0.0,0.0,0.0,910,3180
107,2014-04-01 08:55:00,18.1971208058,0.0500000007451,0.033333333333333326,0.016666667411766672,881,3210
108,2014-04-01 09:00:00,74.1260143836,0.75,0.7,0.050000000000000044,244,3240
109,2014-04-01 09:05:00,69.10361164359999,1.0,0.7666666666666666,0.2333333333333334,129,3270
110,2014-04-01 09:10:00,72.2808540663,1.0,0.7666666666666666,0.2333333333333334,132,3300
111,2014-04-01 09:15:00,66.9544074866,1.0,0.8,0.19999999999999996,105,3330
112,2014-04-01 09:20:00,73.4850794789,1.0,0.8,0.19999999999999996,105,3360
113,2014-04-01 09:25:00,67.7731278131,1.0,0.8,0.19999999999999996,108,3390
114,2014-04-01 09:30:00,69.0056563819,1.0,0.8,0.19999999999999996,110,3420
115,2014-04-01 09:35:00,67.88839812890001,1.0,0.8,0.19999999999999996,112,3450
116,2014-04-01 09:40:00,71.1725848238,1.0,0.8,0.19999999999999996,114,3480
117,2014-04-01 09:45:00,68.9065226554,0.949999988079,0.8,0.14999998807899995,116,3510
118,2014-04-01 09:50:00,64.8937453607,0.550000011921,0.2666666666666667,0.2833333452543333,137,3540
119,2014-04-01 09:55:00,63.179337626000006,1.0,0.30000000000000004,0.7,155,3570
120,2014-04-01 10:00:00,79.2470505155,0.574999988079,0.4666666666666667,0.10833332141233332,161,3600
121,2014-04-01 10:05:00,77.4320730032,1.0,0.33333333333333337,0.6666666666666666,151,3630
122,2014-04-01 10:10:00,71.3295428127,0.449999988079,0.16666666666666663,0.28333332141233336,174,3660
123,2014-04-01 10:15:00,75.9799830691,0.949999988079,0.23333333333333328,0.7166666547456667,193,3690
124,2014-04-01 10:20:00,77.8293300694,0.425000011921,0.33333333333333337,0.09166667858766664,199,3720
125,2014-04-01 10:25:00,82.67338298899999,1.0,0.4666666666666667,0.5333333333333333,157,3750
126,2014-04-01 10:30:00,71.0210883865,0.625,0.19999999999999996,0.42500000000000004,194,3780
127,2014-04-01 10:35:00,75.2486478048,0.600000023842,0.23333333333333328,0.36666669050866674,212,3810
128,2014-04-01 10:40:00,82.6076230245,0.699999988079,0.43333333333333335,0.26666665474566664,196,3840
129,2014-04-01 10:45:00,79.90353942109999,0.649999976158,0.33333333333333337,0.3166666428246666,233,3870
130,2014-04-01 10:50:00,74.3401531544,0.5,0.19999999999999996,0.30000000000000004,263,3900
131,2014-04-01 10:55:00,82.9596010938,0.449999988079,0.3666666666666667,0.0833333214123333,246,3930
132,2014-04-01 11:00:00,79.41334110529999,0.550000011921,0.2666666666666667,0.2833333452543333,284,3960
133,2014-04-01 11:05:00,79.4937884794,0.300000011921,0.19999999999999996,0.10000001192100005,307,3990
134,2014-04-01 11:10:00,87.0996450426,0.425000011921,0.3666666666666667,0.05833334525433331,256,4020
135,2014-04-01 11:15:00,86.6309408675,0.649999976158,0.3666666666666667,0.2833333094913333,272,4050
136,2014-04-01 11:20:00,77.2701037963,0.27500000596,0.033333333333333326,0.2416666726266667,384,4080
137,2014-04-01 11:25:00,73.8037704623,0.300000011921,0.033333333333333326,0.2666666785876667,412,4110
138,2014-04-01 11:30:00,76.7474037102,0.20000000298,0.06666666666666665,0.13333333631333336,404,4140
139,2014-04-01 11:35:00,72.052805772,0.25,0.09999999999999998,0.15000000000000002,405,4170
140,2014-04-01 11:40:00,71.8982924702,0.17499999702,0.06666666666666665,0.10833333035333334,426,4200
141,2014-04-01 11:45:00,77.8583840549,0.22499999404,0.09999999999999998,0.12499999404000003,451,4230
142,2014-04-01 11:50:00,86.5339792602,0.20000000298,0.30000000000000004,0.09999999702000004,354,4260
143,2014-04-01 11:55:00,85.426067155,0.20000000298,0.2666666666666667,0.06666666368666671,390,4290
144,2014-04-01 12:00:00,80.08686564029999,0.125,0.1333333333333333,0.008333333333333304,480,4320
145,2014-04-01 12:05:00,80.9463697522,0.10000000149,0.09999999999999998,1.4900000261386381e-09,500,4350
